index,term,installment,emp_title,purpose,title,dti,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,avg_cur_bal,chargeoff_within_12_mths,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_il_high_credit_limit,disbursement_method,is_risky
3571, 36 months,403.64,Clinical Services Specialist,debt_consolidation,Debt consolidation,26.84,0.0,Individual,0.0,91106.0,0.0,2.0,1.0,1.0,9.0,77368.0,1.0,3.0,3484.0,77.0,0.0,3.0,6.0,7592.0,0.0,122.0,8.0,8.0,1.0,2.0,8.0,2.0,2.0,8.0,10.0,12.0,8.0,12.0,0.0,0.0,1.0,2.0,87.0,0.0,0.0,97889.0,74689.0,Cash,0
3572, 36 months,469.43,CAKE DEC,credit_card,Credit card refinancing,19.05,0.0,Individual,0.0,109009.0,0.0,2.0,0.0,0.0,25.0,23010.0,0.0,1.0,7020.0,55.0,1.0,4.0,1.0,12112.0,0.0,148.0,22.0,22.0,1.0,2.0,4.0,3.0,9.0,10.0,5.0,14.0,4.0,9.0,0.0,0.0,0.0,0.0,96.6,0.0,0.0,144248.0,27449.0,Cash,1
3573, 60 months,311.23,Support Enforcement Officer,debt_consolidation,Debt consolidation,18.91,0.0,Individual,0.0,109010.0,3.0,5.0,1.0,1.0,6.0,88973.0,3.0,8.0,5786.0,75.0,1.0,0.0,2.0,6056.0,0.0,161.0,3.0,3.0,0.0,6.0,8.0,8.0,8.0,12.0,16.0,20.0,8.0,21.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,129331.0,91531.0,Cash,0
3574, 36 months,130.54,Director of materials ,debt_consolidation,Debt consolidation,19.51,0.0,Individual,0.0,448892.0,1.0,5.0,1.0,4.0,12.0,67230.0,1.0,2.0,4450.0,83.0,1.0,3.0,5.0,44889.0,0.0,179.0,9.0,5.0,0.0,2.0,4.0,2.0,4.0,19.0,4.0,6.0,4.0,10.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,467911.0,81111.0,Cash,1
3575, 36 months,1042.55,Truck driver,debt_consolidation,Debt consolidation,21.54,0.0,Individual,883.0,51186.0,4.0,1.0,1.0,1.0,6.0,7558.0,3.0,5.0,12566.0,51.0,0.0,0.0,2.0,3199.0,0.0,145.0,6.0,6.0,0.0,9.0,9.0,13.0,23.0,2.0,15.0,26.0,10.0,16.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,99700.0,10000.0,Cash,0
3576, 36 months,329.67,owner,credit_card,Credit card refinancing,17.33,0.0,Individual,0.0,18833.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,12155.0,73.0,0.0,0.0,0.0,9417.0,0.0,175.0,117.0,48.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,25900.0,0.0,Cash,1
3577, 36 months,659.33,Financial Advisor,debt_consolidation,Debt consolidation,7.09,0.0,Individual,0.0,327786.0,3.0,14.0,4.0,9.0,1.0,147214.0,0.0,0.0,280.0,70.0,6.0,0.0,1.0,17252.0,0.0,177.0,62.0,1.0,0.0,3.0,3.0,3.0,8.0,18.0,3.0,8.0,3.0,20.0,0.0,0.0,0.0,4.0,95.7,0.0,0.0,466225.0,210596.0,Cash,1
3578, 36 months,240.92,Communications Supervisor,debt_consolidation,Debt consolidation,18.15,0.0,Individual,0.0,54213.0,2.0,1.0,1.0,1.0,5.0,14308.0,1.0,2.0,4975.0,49.0,0.0,8.0,0.0,5421.0,0.0,136.0,3.0,3.0,0.0,4.0,7.0,4.0,9.0,7.0,9.0,19.0,7.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,118153.0,15000.0,Cash,1
3579, 60 months,778.38,Chief Data Architect,credit_card,Credit card refinancing,26.1,0.0,Individual,116.0,454893.0,1.0,4.0,2.0,3.0,6.0,64376.0,0.0,1.0,18455.0,83.0,1.0,1.0,2.0,34992.0,0.0,264.0,23.0,6.0,0.0,5.0,6.0,6.0,7.0,8.0,7.0,12.0,6.0,13.0,0.0,0.0,0.0,2.0,95.7,0.0,0.0,521907.0,95220.0,Cash,0
3580, 60 months,306.03,Probation Officer ,vacation,Vacation,22.76,0.0,Individual,0.0,46141.0,1.0,3.0,1.0,2.0,3.0,43389.0,0.0,0.0,1764.0,78.0,2.0,0.0,1.0,7690.0,0.0,100.0,28.0,3.0,0.0,2.0,2.0,3.0,7.0,9.0,3.0,11.0,2.0,6.0,0.0,0.0,0.0,1.0,84.2,0.0,0.0,59109.0,54309.0,Cash,0
3581, 36 months,107.64,Appraisal review,home_improvement,Home improvement,15.99,0.0,Individual,0.0,149205.0,1.0,2.0,0.0,1.0,18.0,6175.0,2.0,3.0,3930.0,53.0,1.0,0.0,2.0,16578.0,0.0,113.0,4.0,4.0,0.0,2.0,6.0,2.0,3.0,3.0,6.0,10.0,6.0,9.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,168785.0,11260.0,Cash,0
3582, 36 months,63.13,Petty Officer 2nd Class,major_purchase,Major purchase,29.88,0.0,Individual,0.0,209643.0,0.0,4.0,2.0,2.0,7.0,46123.0,0.0,0.0,2706.0,62.0,0.0,9.0,0.0,29949.0,0.0,98.0,44.0,7.0,0.0,1.0,2.0,1.0,3.0,17.0,3.0,5.0,2.0,8.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,255183.0,68033.0,Cash,1
3583, 60 months,783.55,"Chair, Information Technology",home_improvement,Home improvement,34.42,0.0,Individual,0.0,183665.0,2.0,4.0,2.0,5.0,3.0,84796.0,4.0,6.0,3178.0,70.0,0.0,4.0,2.0,14128.0,0.0,66.0,4.0,3.0,0.0,5.0,7.0,6.0,6.0,23.0,8.0,8.0,7.0,13.0,0.0,0.0,0.0,6.0,90.6,0.0,0.0,222792.0,99287.0,Cash,0
3584, 36 months,318.79,IT Director,small_business,Business,12.13,0.0,Individual,0.0,193796.0,1.0,3.0,2.0,5.0,7.0,22469.0,1.0,1.0,4108.0,36.0,0.0,0.0,1.0,12112.0,0.0,212.0,3.0,3.0,0.0,3.0,5.0,6.0,8.0,13.0,10.0,15.0,5.0,16.0,0.0,0.0,0.0,3.0,96.4,0.0,0.0,259906.0,35366.0,Cash,1
3585, 36 months,391.62,Customer Service ,debt_consolidation,Debt consolidation,7.57,0.0,Individual,0.0,7662.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,1.0,6363.0,41.0,0.0,1.0,2.0,2554.0,0.0,135.0,8.0,8.0,0.0,1.0,2.0,1.0,3.0,4.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,18600.0,0.0,Cash,1
3586, 60 months,492.29,Information Tech Spec 4,debt_consolidation,Debt consolidation,8.96,0.0,Individual,0.0,361387.0,3.0,1.0,1.0,1.0,12.0,5575.0,2.0,4.0,18389.0,23.0,3.0,2.0,5.0,22587.0,0.0,169.0,1.0,1.0,0.0,5.0,6.0,9.0,20.0,10.0,14.0,29.0,6.0,16.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,457035.0,10035.0,Cash,1
3587, 60 months,362.95,Internal Audit ,credit_card,Credit card refinancing,20.58,0.0,Individual,0.0,283499.0,3.0,2.0,1.0,1.0,9.0,46388.0,2.0,5.0,6103.0,73.0,4.0,1.0,8.0,18900.0,0.0,124.0,1.0,1.0,0.0,6.0,7.0,8.0,14.0,7.0,14.0,24.0,8.0,17.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,308894.0,52179.0,Cash,0
3588, 60 months,862.15,Attorney,debt_consolidation,Debt consolidation,34.26,0.0,Individual,0.0,439051.0,0.0,14.0,0.0,2.0,19.0,115120.0,0.0,0.0,29600.0,85.0,0.0,0.0,0.0,15680.0,0.0,183.0,34.0,19.0,0.0,10.0,10.0,11.0,13.0,16.0,14.0,23.0,10.0,29.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0,500641.0,145341.0,Cash,0
3589, 36 months,81.24,APS,credit_card,Credit card refinancing,3.22,0.0,Individual,0.0,2185.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,1.0,898.0,31.0,0.0,1.0,1.0,728.0,0.0,226.0,19.0,19.0,0.0,3.0,3.0,5.0,12.0,4.0,3.0,16.0,3.0,3.0,,0.0,0.0,0.0,52.0,1.0,0.0,7050.0,0.0,Cash,1
3590, 36 months,1036.0,Contracts Analyst III,credit_card,Credit card refinancing,16.38,0.0,Individual,0.0,551993.0,4.0,3.0,1.0,1.0,4.0,220087.0,2.0,2.0,15237.0,90.0,2.0,0.0,4.0,55199.0,0.0,148.0,5.0,4.0,0.0,4.0,5.0,4.0,4.0,35.0,7.0,8.0,5.0,11.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,553300.0,212214.0,Cash,0
3591, 36 months,284.07,Proposal Manager,credit_card,Credit card refinancing,11.7,0.0,Individual,0.0,46122.0,1.0,3.0,0.0,0.0,32.0,35645.0,1.0,5.0,3954.0,26.0,1.0,1.0,1.0,3074.0,0.0,195.0,2.0,2.0,0.0,7.0,12.0,8.0,8.0,8.0,12.0,14.0,9.0,15.0,,0.0,0.0,1.0,95.0,1.0,0.0,112425.0,72525.0,Cash,1
3592, 36 months,132.84,Bus Driver,debt_consolidation,Debt consolidation,31.28,0.0,Individual,0.0,17549.0,0.0,4.0,0.0,1.0,14.0,7802.0,1.0,4.0,2025.0,59.0,0.0,1.0,0.0,1462.0,0.0,217.0,8.0,8.0,4.0,1.0,8.0,1.0,3.0,9.0,9.0,16.0,8.0,13.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,29529.0,14029.0,Cash,0
3593, 60 months,635.37,Managing Agenct,credit_card,Credit card refinancing,28.44,0.0,Individual,0.0,403639.0,1.0,3.0,0.0,1.0,18.0,78534.0,2.0,3.0,4022.0,38.0,1.0,0.0,1.0,26909.0,0.0,400.0,4.0,4.0,1.0,5.0,9.0,5.0,6.0,19.0,11.0,12.0,9.0,15.0,0.0,0.0,0.0,2.0,97.0,0.0,5.0,502853.0,115253.0,Cash,0
3594, 36 months,275.81,Coordinator of Employee Relations,debt_consolidation,Debt consolidation,28.22,0.0,Individual,0.0,157805.0,0.0,1.0,0.0,0.0,25.0,5284.0,0.0,0.0,17865.0,56.0,1.0,0.0,1.0,17534.0,0.0,158.0,35.0,25.0,0.0,3.0,5.0,4.0,6.0,2.0,7.0,11.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,205975.0,13000.0,Cash,1
3595, 36 months,212.7,Human Resource Business Partner,other,Other,21.5,0.0,Individual,0.0,137268.0,2.0,3.0,0.0,0.0,36.0,133193.0,2.0,2.0,3554.0,97.0,0.0,0.0,2.0,22878.0,0.0,125.0,5.0,5.0,1.0,1.0,3.0,1.0,3.0,9.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,2.0,84.6,0.0,1.0,139093.0,133193.0,Cash,0
3596, 36 months,252.51,metal foreman,credit_card,Credit card refinancing,16.08,0.0,Individual,0.0,189839.0,1.0,1.0,0.0,2.0,20.0,10364.0,1.0,5.0,3837.0,45.0,0.0,1.0,4.0,14603.0,0.0,102.0,12.0,3.0,1.0,6.0,6.0,8.0,9.0,3.0,11.0,18.0,6.0,13.0,0.0,0.0,0.0,2.0,95.5,0.0,0.0,212231.0,14700.0,Cash,1
3597, 36 months,164.84,Direct Tv Home installations technician ,debt_consolidation,Debt consolidation,19.62,0.0,Individual,314.0,23693.0,2.0,2.0,0.0,1.0,13.0,19999.0,2.0,4.0,1704.0,66.0,0.0,1.0,5.0,2633.0,0.0,62.0,6.0,6.0,0.0,2.0,6.0,2.0,2.0,5.0,7.0,8.0,6.0,9.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,35924.0,29124.0,Cash,0
3598, 60 months,862.15,Project Manager,major_purchase,Major purchase,16.05,0.0,Individual,0.0,232935.0,1.0,4.0,3.0,6.0,5.0,77119.0,0.0,0.0,2592.0,60.0,5.0,0.0,5.0,19411.0,0.0,430.0,37.0,5.0,0.0,3.0,4.0,4.0,4.0,28.0,7.0,11.0,4.0,12.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,306361.0,94461.0,Cash,0
3599, 60 months,266.46,Materials Handler,debt_consolidation,Debt consolidation,17.52,0.0,Individual,0.0,52833.0,1.0,9.0,2.0,3.0,11.0,45828.0,1.0,3.0,6143.0,83.0,0.0,7.0,2.0,4403.0,0.0,91.0,4.0,4.0,0.0,1.0,2.0,2.0,2.0,12.0,5.0,7.0,2.0,14.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,63787.0,50287.0,Cash,0
3600, 60 months,499.96,owner,debt_consolidation,Debt consolidation,6.46,0.0,Individual,724.0,5483.0,1.0,0.0,0.0,0.0,63.0,0.0,5.0,7.0,912.0,32.0,0.0,0.0,5.0,609.0,0.0,161.0,7.0,3.0,1.0,4.0,7.0,5.0,10.0,2.0,9.0,16.0,7.0,9.0,0.0,0.0,1.0,6.0,89.5,0.0,0.0,17200.0,0.0,Cash,0
3601, 36 months,124.08,personal lines,home_improvement,Home improvement,32.02,0.0,Individual,122.0,31530.0,4.0,4.0,2.0,2.0,1.0,25080.0,7.0,8.0,1538.0,47.0,1.0,0.0,5.0,1971.0,0.0,116.0,2.0,1.0,1.0,4.0,9.0,5.0,12.0,10.0,13.0,23.0,9.0,18.0,0.0,0.0,0.0,9.0,91.2,0.0,0.0,67442.0,46342.0,Cash,0
3602, 36 months,541.95,OFFICE,debt_consolidation,Debt consolidation,22.23,0.0,Individual,0.0,236322.0,0.0,9.0,1.0,4.0,11.0,222097.0,1.0,2.0,8313.0,84.0,0.0,0.0,1.0,13129.0,0.0,120.0,7.0,7.0,0.0,2.0,6.0,2.0,5.0,9.0,9.0,14.0,7.0,18.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,248026.0,214926.0,Cash,1
3603, 36 months,771.96,Respiratory Therapist,debt_consolidation,Debt consolidation,28.68,0.0,Individual,0.0,348776.0,0.0,2.0,0.0,1.0,13.0,37936.0,1.0,2.0,14659.0,75.0,0.0,2.0,1.0,43597.0,0.0,288.0,8.0,8.0,0.0,1.0,4.0,1.0,4.0,8.0,5.0,9.0,4.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,398124.0,49307.0,Cash,0
3604, 36 months,602.3,Sr. Manufacturing Engineer,debt_consolidation,Debt consolidation,15.57,0.0,Individual,0.0,98727.0,0.0,2.0,0.0,1.0,14.0,17739.0,0.0,2.0,3007.0,33.0,0.0,7.0,0.0,6582.0,0.0,201.0,18.0,14.0,0.0,6.0,7.0,10.0,14.0,9.0,12.0,21.0,7.0,15.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,159950.0,31050.0,Cash,1
3605, 36 months,146.86,Supervisor,credit_card,Credit card refinancing,13.47,0.0,Individual,0.0,306979.0,2.0,2.0,1.0,2.0,6.0,30769.0,1.0,1.0,5616.0,75.0,0.0,4.0,1.0,25582.0,0.0,223.0,3.0,3.0,0.0,4.0,7.0,5.0,15.0,4.0,9.0,24.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,337394.0,37094.0,Cash,1
3606, 36 months,75.53,Correctional officer ,other,Other,5.03,0.0,Individual,0.0,37721.0,2.0,12.0,0.0,0.0,63.0,36069.0,2.0,2.0,326.0,110.0,0.0,0.0,1.0,2358.0,0.0,112.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,25.0,4.0,5.0,2.0,16.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,34326.0,28626.0,Cash,0
3607, 36 months,452.93,"Manager, Corp. Philanthropy",debt_consolidation,Debt consolidation,22.52,0.0,Individual,0.0,457784.0,0.0,1.0,0.0,0.0,70.0,42428.0,0.0,1.0,18878.0,69.0,0.0,0.0,0.0,30519.0,0.0,381.0,13.0,13.0,0.0,8.0,9.0,9.0,10.0,1.0,13.0,22.0,10.0,15.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,515400.0,50000.0,Cash,1
3608, 36 months,876.74,Human Resources Manager,debt_consolidation,Debt consolidation,24.55,0.0,Individual,0.0,136047.0,0.0,2.0,0.0,0.0,36.0,21999.0,0.0,2.0,1470.0,58.0,1.0,6.0,1.0,15116.0,0.0,213.0,13.0,13.0,1.0,1.0,6.0,1.0,5.0,6.0,6.0,17.0,6.0,9.0,0.0,0.0,0.0,0.0,79.2,0.0,0.0,178492.0,49850.0,Cash,0
3609, 36 months,771.82,"Director, Legal Affairs",debt_consolidation,Debt consolidation,6.49,0.0,Individual,0.0,750233.0,1.0,1.0,0.0,3.0,13.0,1314.0,0.0,0.0,13817.0,40.0,1.0,5.0,6.0,62519.0,0.0,363.0,32.0,3.0,0.0,4.0,6.0,5.0,6.0,10.0,10.0,16.0,7.0,12.0,0.0,0.0,0.0,1.0,96.8,0.0,0.0,789741.0,6141.0,Cash,1
3610, 36 months,186.61,Disability Claims Rep,debt_consolidation,Debt consolidation,1.34,0.0,Individual,0.0,834.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,811.0,8.0,0.0,0.0,0.0,119.0,0.0,98.0,27.0,27.0,0.0,1.0,2.0,3.0,3.0,4.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10600.0,0.0,Cash,1
3611, 36 months,252.51,,credit_card,Credit card refinancing,24.61,0.0,Individual,0.0,21665.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,3657.0,48.0,0.0,0.0,0.0,1970.0,0.0,338.0,8.0,8.0,0.0,4.0,9.0,4.0,6.0,0.0,10.0,13.0,9.0,11.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,44940.0,0.0,Cash,1
3612, 36 months,484.37,Web Engineer,debt_consolidation,Debt consolidation,5.29,0.0,Individual,0.0,17070.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,8893.0,70.0,0.0,1.0,0.0,5690.0,0.0,122.0,13.0,13.0,0.0,2.0,2.0,3.0,5.0,1.0,3.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24300.0,0.0,Cash,0
3613, 60 months,302.66,Administrative Assistant,debt_consolidation,Debt consolidation,12.28,0.0,Individual,0.0,171898.0,0.0,1.0,0.0,1.0,14.0,13037.0,0.0,0.0,897.0,63.0,1.0,1.0,3.0,21487.0,0.0,256.0,41.0,14.0,1.0,3.0,5.0,3.0,9.0,2.0,7.0,17.0,5.0,9.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,185100.0,15000.0,Cash,0
3614, 36 months,659.33,production tech,debt_consolidation,Debt consolidation,33.03,0.0,Individual,0.0,103968.0,3.0,4.0,0.0,1.0,17.0,71581.0,3.0,8.0,4699.0,64.0,0.0,1.0,2.0,5198.0,0.0,217.0,1.0,1.0,0.0,11.0,16.0,13.0,13.0,5.0,16.0,21.0,14.0,20.0,,0.0,0.0,3.0,100.0,0.0,0.0,122038.0,71248.0,Cash,0
3615, 36 months,489.52,Senior Engineer,debt_consolidation,Debt consolidation,14.26,0.0,Individual,0.0,538563.0,3.0,2.0,1.0,2.0,4.0,22806.0,2.0,2.0,2373.0,61.0,0.0,0.0,0.0,67320.0,0.0,224.0,0.0,0.0,3.0,2.0,4.0,2.0,7.0,4.0,5.0,10.0,4.0,8.0,0.0,0.0,3.0,3.0,73.3,0.0,0.0,598921.0,37421.0,Cash,1
3616, 36 months,424.26,Valet,credit_card,Credit card refinancing,6.71,0.0,Individual,0.0,12072.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,3.0,5021.0,53.0,2.0,2.0,2.0,1725.0,0.0,189.0,19.0,10.0,0.0,5.0,5.0,6.0,9.0,3.0,8.0,12.0,5.0,8.0,0.0,0.0,0.0,1.0,92.9,0.0,0.0,20800.0,0.0,Cash,1
3617, 36 months,410.32,Management Analyst,debt_consolidation,Debt consolidation,29.58,0.0,Individual,0.0,16586.0,4.0,0.0,0.0,0.0,6.0,0.0,4.0,5.0,4049.0,64.0,0.0,0.0,1.0,1275.0,0.0,221.0,0.0,0.0,0.0,2.0,13.0,8.0,8.0,1.0,13.0,22.0,12.0,13.0,,0.0,0.0,4.0,83.0,0.0,0.0,25800.0,0.0,Cash,1
3618, 36 months,271.26,Operator,debt_consolidation,Debt consolidation,27.26,0.0,Individual,77.0,65799.0,1.0,7.0,1.0,6.0,5.0,56358.0,0.0,2.0,3247.0,80.0,3.0,2.0,6.0,5483.0,0.0,95.0,16.0,5.0,3.0,4.0,5.0,4.0,5.0,15.0,5.0,9.0,5.0,12.0,0.0,0.0,0.0,1.0,87.5,0.0,0.0,82680.0,72680.0,Cash,0
3619, 60 months,406.88,Assistant Call Center Manager,debt_consolidation,Debt consolidation,38.36,0.0,Individual,0.0,60566.0,0.0,3.0,0.0,3.0,13.0,45418.0,0.0,5.0,4446.0,76.0,1.0,1.0,1.0,5047.0,0.0,52.0,17.0,13.0,0.0,5.0,7.0,5.0,6.0,4.0,9.0,11.0,7.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,79545.0,57145.0,Cash,0
3620, 36 months,664.2,,credit_card,Credit card refinancing,17.33,0.0,Individual,0.0,42687.0,0.0,2.0,0.0,1.0,22.0,21657.0,0.0,2.0,9860.0,44.0,1.0,0.0,0.0,3284.0,0.0,264.0,13.0,13.0,0.0,2.0,8.0,2.0,8.0,8.0,13.0,27.0,8.0,15.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,97829.0,41129.0,Cash,0
3621, 60 months,362.91,Quality Supervisor,debt_consolidation,Debt consolidation,9.95,0.0,Individual,0.0,15017.0,0.0,1.0,0.0,0.0,33.0,8779.0,0.0,2.0,2675.0,54.0,0.0,0.0,0.0,2145.0,0.0,207.0,20.0,20.0,0.0,4.0,5.0,4.0,7.0,2.0,6.0,14.0,5.0,7.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,27705.0,13105.0,Cash,0
3622, 36 months,63.76,Superintendent ,vacation,Vacation,6.35,0.0,Individual,0.0,246686.0,0.0,1.0,0.0,2.0,16.0,16614.0,0.0,2.0,0.0,81.0,0.0,3.0,0.0,82229.0,0.0,141.0,16.0,16.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,257022.0,20022.0,Cash,1
3623, 36 months,451.73,Supervisor,debt_consolidation,Debt consolidation,26.19,0.0,Individual,0.0,76924.0,2.0,10.0,1.0,2.0,4.0,66451.0,1.0,1.0,8753.0,84.0,0.0,4.0,1.0,5495.0,0.0,150.0,6.0,4.0,0.0,3.0,3.0,5.0,6.0,24.0,5.0,6.0,3.0,15.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,91536.0,63436.0,Cash,1
3624, 36 months,199.26,Operator,car,Car financing,12.24,0.0,Individual,0.0,101610.0,0.0,2.0,1.0,3.0,12.0,28186.0,0.0,0.0,1866.0,66.0,2.0,0.0,1.0,20322.0,0.0,52.0,33.0,12.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,123081.0,37757.0,Cash,0
3625, 36 months,1162.34,Nurse,credit_card,Credit card refinancing,18.75,0.0,Individual,0.0,111764.0,0.0,4.0,1.0,2.0,8.0,91382.0,1.0,2.0,9750.0,61.0,0.0,0.0,1.0,11176.0,0.0,132.0,8.0,8.0,2.0,5.0,5.0,5.0,8.0,21.0,6.0,12.0,5.0,10.0,0.0,0.0,0.0,2.0,94.1,0.0,0.0,161275.0,134375.0,Cash,0
3626, 36 months,373.22,Special Account management ,debt_consolidation,Debt consolidation,12.92,0.0,Individual,0.0,18437.0,0.0,1.0,0.0,1.0,14.0,7832.0,4.0,9.0,3295.0,30.0,0.0,0.0,1.0,838.0,0.0,265.0,10.0,10.0,1.0,5.0,6.0,12.0,15.0,3.0,21.0,24.0,7.0,22.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,60959.0,12259.0,Cash,1
3627, 36 months,234.97,Manager of Direct Sales,home_improvement,Home improvement,9.85,0.0,Individual,0.0,42290.0,1.0,2.0,1.0,2.0,10.0,16354.0,2.0,5.0,4833.0,68.0,1.0,0.0,1.0,3253.0,0.0,380.0,4.0,4.0,1.0,3.0,8.0,3.0,18.0,5.0,10.0,27.0,9.0,13.0,0.0,0.0,0.0,3.0,89.2,0.0,6.0,83898.0,21000.0,Cash,1
3628, 36 months,85.89,Secretary,other,Other,19.87,0.0,Individual,0.0,12111.0,3.0,1.0,1.0,1.0,3.0,4954.0,3.0,3.0,2739.0,53.0,0.0,0.0,2.0,2019.0,0.0,321.0,4.0,3.0,2.0,5.0,5.0,5.0,7.0,1.0,6.0,10.0,5.0,7.0,0.0,0.0,1.0,4.0,81.8,0.0,0.0,22700.0,5000.0,Cash,0
3629, 36 months,617.46,Sr. Landman,home_improvement,Home improvement,25.03,0.0,Individual,0.0,267425.0,1.0,3.0,3.0,3.0,6.0,77715.0,0.0,0.0,13959.0,63.0,1.0,0.0,3.0,24311.0,0.0,137.0,46.0,6.0,0.0,2.0,2.0,4.0,9.0,7.0,7.0,13.0,2.0,12.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,324542.0,90800.0,Cash,1
3630, 60 months,380.64,regional aupeevisor,debt_consolidation,Debt consolidation,23.46,0.0,Individual,450.0,31548.0,2.0,3.0,1.0,3.0,9.0,23068.0,2.0,3.0,3068.0,51.0,0.0,1.0,1.0,2868.0,0.0,105.0,2.0,2.0,1.0,4.0,7.0,5.0,6.0,5.0,8.0,9.0,7.0,11.0,0.0,0.0,0.0,3.0,85.7,0.0,0.0,61498.0,48598.0,Cash,0
3631, 60 months,500.19,Information Security Analyst,credit_card,Credit card refinancing,22.85,0.0,Individual,0.0,322405.0,5.0,2.0,1.0,1.0,5.0,21137.0,5.0,11.0,9718.0,42.0,0.0,0.0,2.0,7676.0,0.0,274.0,0.0,0.0,0.0,19.0,25.0,29.0,39.0,4.0,39.0,60.0,25.0,42.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,474557.0,30157.0,Cash,1
3632, 36 months,643.47,Loan documentor,major_purchase,Major purchase,20.5,0.0,Individual,517.0,145383.0,1.0,2.0,0.0,0.0,42.0,20678.0,2.0,2.0,2480.0,49.0,0.0,0.0,0.0,8077.0,0.0,129.0,2.0,2.0,2.0,7.0,13.0,8.0,14.0,8.0,16.0,26.0,13.0,19.0,0.0,0.0,0.0,2.0,91.4,0.0,0.0,194233.0,38534.0,Cash,1
3633, 36 months,656.8,Equipment operator,debt_consolidation,Debt consolidation,21.03,0.0,Individual,0.0,15645.0,2.0,3.0,1.0,3.0,5.0,12362.0,1.0,1.0,0.0,55.0,4.0,1.0,1.0,3129.0,0.0,182.0,4.0,4.0,1.0,0.0,1.0,0.0,3.0,12.0,2.0,7.0,1.0,5.0,0.0,0.0,0.0,2.0,73.7,0.0,0.0,28262.0,22862.0,Cash,0
